Clave,Descripcion,Marca,UnidadMedida,Linea,Division,Largo,Ancho,Precio,Descuento,Alta,Modificacion,Responsable,FraccionArancelaria
PM19,"POLYLAM MDL .625"" D-3.3 .500"" + D-8.125"" DE 1.20 X 2.10 MTS. BLANCO",POLYLAM MDL,PZ,PL,2,2.1,1.2,409,0,2009-10-21,2010-06-17,CIDIREC04,39211901
PM21,"POLYLAM MDL 1.625"" D-1.7 + D-8 .125"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM MDL,PZ,PL,2,2.8,1.27,363,0,2009-10-23,2010-06-17,CIDIREC04,39211901
PM22,"POLYLAM MDL 1"" 1/4"" + D-3.3 .500"" +  1/4"" DE 1.20 X 2.75 MTS.  BLANCO",POLYLAM MDL,PZ,PL,2,2.75,1.2,230,0,2009-10-28,2010-06-17,CIDIREC04,39211901
OT14,"POLYPROTECTOR CUELLO DE MONJA 1/4"" PROMOCIONAL",OTROS,ML,OT,6,0,0,1750,0,2013-07-24,2013-07-24,MIREYAS,NULL
PY201,"POLYFOAM LINER .090""  DE .044  X 100 MTS. BLANCO",POLYFOAM LINER,PZ,RO,1,100,0.044,118.21,0,2013-10-22,2013-10-22,BELENL,NULL
PL109,"POLYLAM 3"" D-1.2 1"" DE 1.27 X 2.85 MTS. BLANCO",POLYLAM,PZ,PL,2,2.85,1.27,337,0,2009-11-05,2010-06-17,CIDIREC04,39211901
PL110,"POLYLAM 1"" AS D-1.7 .500"" DE 1.27 X 2.80 MTS.",POLYLAM,PZ,PL,2,2.8,1.27,186,0.2,2009-11-06,2011-05-18,ALEJANDRA,39211901
PY44,"POLYFOAM LINER D-6.5 .075"" DE 1.40 X 100 MTS. C/A 30 MM",POLYFOAM LINER,PZ,RO,1,100,1.4,1895,0,2009-11-06,2009-12-07,ANA,NULL
PY37,"POLYFOAM LINER D-6 .125"" DE 1.40 X 100 MTS. BLANCO",POLYFOAM LINER,PZ,RO,1,100,1.4,1813,0.1,2009-10-13,2016-09-08,MIREYAS,NULL
PY38,"POLYFOAM LINER D-6.5 .075"" DE 1.40 X 100 MTS. BLANCO C/EN BOB. 68 MM",POLYFOAM LINER,PZ,RO,1,100,1.4,1813,0.1,2009-10-13,2009-11-25,ANA,NULL
PY30,"POLYFOAM LINER D-8 .125"" DE 1.40 X 100 MTS C/A 62 MM.",POLYFOAM LINER,PZ,RO,1,100,1.4,3017,0.2,2009-10-05,2009-11-25,ANA,NULL
PP13,"POLYPROFILE 3""D DE 3"" X 2 MTS. ROSA PERFORADO A 1 3/4""",POLYPROFILE,PZ,RO,1,2,0,17,0,2009-11-10,2010-06-17,CIDIREC04,NULL
PL111,"POLYLAM 1.5 "" AS D-1.2 .500"" DE 1.27 X 2.80 MTS",POLYLAM,PZ,PL,2,0,0,250,0.14,2009-11-10,2010-11-03,RODO,39211901
PR18,"POLYROLL .500"" D-3.3 DE 1.22 X 30 MTS. NEGRO C/A 15 CMS. C/PRECORTE A 1/2""",POLYROLL,PZ,RO,1,30,1.22,1874,0.16,2009-11-11,2017-01-20,BELENL,39211901
PP15,"POLYPROFILE 3""D DE 3 X 2 MTS. AZUL PERFORADO A 1 3/4""",POLYPROFILE,PZ,RO,1,1.3,3,17,0,2009-11-10,2010-06-17,CIDIREC04,NULL
IP16,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS D-32 2"" DE 1.22 X 5.95 MTS. BLANCO  C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,5.95,1.22,724,0,2009-10-12,2011-03-31,ALEJANDRA,39211101
IP18,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS D-32 2"" DE 1.22 X 6.09 MTS. BLANCO C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,6.09,1.22,741,0,2009-10-12,2010-06-16,CIDIREC04,39211101
IP20,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS D-32 2"" DE 1.22 X 6.50 MTS. BLANCO C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,6.5,1.22,791,0,2009-10-12,2010-06-16,CIDIREC04,39211101
IP22,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS D-32 2"" DE 1.22 X 6.90 MTS. BLANCO C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,6.9,1.22,839,0,2009-10-12,2011-07-08,ALEJANDRA,39211101
IP23,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS D-32 1.5"" DE 1.22 X 4.41 MTS. BLANCA   C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,4.41,1.22,322.8,0,2009-10-14,2010-06-16,CIDIREC04,39211101
PY36,"POLYFOAM LINER AS D-8 .125"" D-8 DE 1.40 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,1.4,2818,0.2,2009-10-13,2010-06-16,CIDIREC04,NULL
OT23,TERCER PAGO A CUENTA DE SUMINISTRO DE INSUFOAM,OTROS,PZ,NULL,5,0,0,785505.71,0,2017-02-24,2017-02-24,MIREYAS,39211101
PP48,"PERFIL  3.3 PCF .750"" X  2"" X 38.5""  BLACK",POLYPROFILE,ML,NULL,1,38.5,2,12220,0,2017-05-16,2017-05-29,MIREYAS,NULL
IP25,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS D-32 1.5"" DE 1.22 X 4.53 MTS. BLANCO C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,4.53,1.22,331.8,0,2009-10-14,2010-06-16,CIDIREC04,39211101
IA30,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 2"" DE 1.22 X 2.60 MTS. AMARILLA",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,2.6,1.22,118,0,2009-10-15,2010-06-16,CIDIREC04,39211101
PM18,"POLYLAM MDL 2"" D-1.7 1"" + D-8 .125"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM MDL,PZ,PL,2,2.8,1.27,380,0,2009-10-15,2010-06-17,CIDIREC04,39211901
IP7,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS D-32 2"" DE 1.22 X 3.79 MTS. BLANCO C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS IP,PZ,PL,2,3.79,1.22,461,0,2009-10-08,2010-06-16,CIDIREC04,39211101
PL91,"POLYLAM 1.5"" D-1.2 1"" DE 1.25 X 2.77 MTS. BLANCO",POLYLAM,PZ,PL,2,2.77,1.25,130,0.2,2009-10-12,2014-03-25,MIREYAS,39211901
PM12,"POLYLAM MDL 5/8"" D-3.3 .500"" + 1/4"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM MDL,PZ,PL,2,2.75,1.2,268,0.2,2009-10-09,2011-01-10,ALEJANDRA,39211901
PM17,"POLYLAM MDL 3/4"" D-3.3 .500 + D-4.5 .250"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM MDL,PZ,PL,2,2.75,1.2,268,0.2,2009-10-12,2011-01-10,ALEJANDRA,39211901
PY34,"POLYFOAM LINER D-6.5 .075"" DE 1.40 X 100 MTS. BLANCO C/EN BOB. DE 80 MM.",POLYFOAM LINER,PZ,RO,1,100,1.4,1813,0,2009-10-12,2009-11-25,ANA,NULL
PY35,"POLYFOAM LINER .090"" DE 1.40 X 100 MTS. BLANCO C/EN BOB. DE 66 MM.",POLYFOAM LINER,PZ,RO,1,100,1.4,1522,0,2009-10-13,2009-10-13,ANA,NULL
PR62,"POLYROLL D-1.2 .500"" DE 1.30 X 60 MTS. BLANCO C/A 15 CM",POLYROLL,PZ,RO,1,60,1.3,1368,0.1,NULL,2010-06-17,CIDIREC04,39211901
IP9,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS D-32 2"" DE 1.22 X 5.35 MTS. BLANCO C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,5.35,1.22,651,0,2009-10-12,2016-06-02,MIREYAS,39211101
PR19,"POLYROLL 1/4"" DE 2.00 X 55 MTS. GRIS C/A 20 CMS. C/PRECORTE A 1/2""",POLYROLL,PZ,RO,1,55,2,1022,0.16,2009-11-11,2017-01-20,BELENL,39211901
IP12,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS D-32 2"" DE 1.22 X 5.60 MTS. BLANCO C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,5.6,1.22,681,0,2009-10-12,2010-06-16,CIDIREC04,39211101
IP14,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS D-32 2"" DE 1.22 X 5.80 MTS. BLANCO C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,5.8,1.22,705,0,2009-10-12,2010-07-01,CIDIREC04,39211101
IA13,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 1.5"" DE 1.22 X 2.00 MTS. AMARILLA C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,2,1.22,131.88,0,NULL,2010-08-11,SONIA,39211101
OT25,MANIOBRA DE CARGA Y DESCARGA DE MATERIAL,OTROS,PZ,NULL,6,0,0,0,0,2017-03-21,2017-03-21,MIREYAS,NULL
CP6,"CRYSTALPACK 3/16"" AS DE 1.22 X 123 MTS.",CRYSTALPACK,PZ,CP,3,123,1.22,288,0,2009-10-14,2011-03-09,ALEJANDRA,39211901
PP11,"POLYPROFILE 3"" D DE 3"" X 2 MTS. GRIS",POLYPROFILE,PZ,RO,1,2,3,25,0.2,2009-10-22,2010-09-20,ALEJANDRA,NULL
PL102,"POLYLAM 3"" D-1.2 1"" DE 1.27 X 2.80 MTS. NEGRO",POLYLAM,PZ,PL,2,2.8,1.27,300,0,2009-10-22,2011-02-23,ALEJANDRA,39211901
PY32,"POLYFOAM LINER D-6.5 .075"" DE 1.40 X 100 MTS. C/A 62 MM",POLYFOAM LINER,PZ,RO,1,100,1.4,1813,0.2,2009-10-05,2009-11-25,ANA,NULL
IA26,"INSUFOAM 4000 1"" DE 1.22 X 2.44 MTS.  S/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,4,2.44,1.22,161.07,0.1,2009-10-05,2015-12-01,MIREYAS,39211101
PR54,"POLYROLL 1/4"" DE 2 X 55 MTS. GRIS C/A 10 CMS C/PRECORTE DE 1/2""",POLYROLL,PZ,RO,1,55,2,1054,0,NULL,2017-01-20,BELENL,39211901
PR58,"POLYROLL 1/4"" DE 2 X 55 MTS. BLANCO P/A 12""",POLYROLL,PZ,RO,1,55,2,543,0,NULL,2010-06-17,CIDIREC04,39211901
PR83,"POLYROLL 1/16"" DE 2 X 210 MTS. BLANCO C/A 250 MM",POLYROLL,PZ,RO,1,210,2,524,0.14,2010-01-28,2010-06-17,CIDIREC04,39211901
PP22,"POLYPROFILE 3"" D  DE 3"" X 1.30 MTS. GRIS",POLYPROFILE,PZ,RO,1,1.3,3,19,0,2010-02-05,2010-06-17,CIDIREC04,NULL
PR5,"POLYROLL 3/32"" DE 2  X 140 MTS. BLANCO",POLYROLL,PZ,RO,1,140,2,463,0.2,NULL,2015-06-04,MIREYAS,39211901
PY74,"POLYFOAM LINER D-6.5 .075"" DE 1.40 X 100 MTS. BLANCO C/A 16.5 CM",POLYFOAM LINER,PZ,RO,1,100,1.4,1885,0,2010-03-09,2010-03-09,CIDIREC04,NULL
PR52,POLYROLL 3000 DE 2 X 86 MTS. VERDE C/A 40 CM Y P/A 40 CM,POLYROLL,PZ,RO,1,86,2,618,0,NULL,2010-06-16,CIDIREC04,39211901
IK57,"INSUFOAM 4000 1.5"" X 1.22 X 2.44 MTS C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,2,2.44,1.22,217,0,2014-11-13,2018-08-22,JAZMIN,39211101
IK58,"INSUFOAM 4000 2"" X 1.22 X 2.44 MTS C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,2,2.44,1.22,290,0,2014-11-13,2018-08-22,JAZMIN,39211101
IA2,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 1"" DE 1.22 X 2.30 MTS. AMARILLA C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,2.3,1.22,151.88,0,NULL,2010-06-16,CIDIREC04,39211101
PR202,"POLYROLL 1/16"" DE .090 X 210 MTS.",POLYROLL,PZ,RO,1,210,0.9,32.88,0,2013-12-03,2017-01-20,BELENL,39211901
PH58,"POLYFOAM HOJA 1/4""   DE 0.40 X 0.24 MTS.",POLYFOAM HOJA,ML,PL,2,0.24,0.4,649.25,0,2013-11-13,2013-11-13,BELENL,39211901
IA4,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 1"" DE 1.22 X 2.97 MTS. AMARILLA C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,2.97,1.22,195.66,0,NULL,2010-06-16,CIDIREC04,39211101
IA5,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 1"" DE 1.22 X 3.05 MTS. AMARILLA C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,3.05,1.22,201.07,0,NULL,2011-03-04,ALEJANDRA,39211101
IA6,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 1"" DE 1.22 X 4.15 MTS. AMARILLA C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,4.15,1.22,273.49,0.2,NULL,2010-09-29,ALEJANDRA,39211101
PM26,"POLYLAM MDL 1.5"" D-4.5.250"" VERDE + D-2.2 1"" + D-4.5 .250""NARANJA DE 1.20 X 2.75 MTS.",POLYLAM MDL,PZ,PL,2,2.75,1.27,392,0.2,2009-11-12,2010-06-17,CIDIREC04,39211901
IA7,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 1"" DE 1.22 X 4.30 MTS. AMARILLA C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,4.3,1.22,283.76,0,NULL,2011-08-23,ALEJANDRA,39211101
IA9,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 1"" DE 1.22 X 5.95 MTS. AMARILLA C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,5.95,1.22,724,0.1,NULL,2010-06-16,CIDIREC04,39211101
IA11,"INSUFOAM 4000, 1"" DE 1.22  X 6.10 MTS.  C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,6.1,1.22,402.13,0.24,NULL,2016-01-26,MIREYAS,39211101
PR3,"POLYROLL 1/16"" DE 2 X 210 MTS. BLANCO",POLYROLL,PZ,RO,1,210,2,476,0.2,NULL,2016-10-17,CHRIS,39211901
PR7,"POLYROLL AS 1/8"" DE 1.83 X 105 MTS.",POLYROLL,PZ,RO,1,105,1.83,658,0.2,NULL,2012-07-20,MIREYAS,39211901
PR10,"POLYROLL 1/4"" DE 2 X 55 MTS. BLANCO",POLYROLL,PZ,RO,1,55,2,636,0,NULL,2017-10-05,MIREYAS,39211901
PM24,"POLYLAM MDL 1.5"" D-4.5.250 ROJO + D-2.2 1"" + D-4.5 .250"" VERDE  DE 1.20 X 2.75 MTS.",POLYLAM MDL,PZ,PL,2,2.75,1.27,392,0.2,2009-11-12,2010-07-19,RODO,39211901
PR38,"POLYROLL AS D-2.2 .500"" DE 1.30 X 30 MTS.",POLYROLL,PZ,RO,1,30,1.3,1372,0,NULL,2010-09-28,ALEJANDRA,39211901
PR42,"POLYROLL D-4.2 .500"" DE 1.22 X 30 MTS. BLANCO",POLYROLL,PZ,RO,1,30,1.22,1890,0.2,NULL,2017-04-05,MIREYAS,39211901
PR2,"POLYROLL .040"" DE 2 X 210 MTS. BLANCO",POLYROLL,PZ,RO,1,210,2,393,0.2,NULL,2011-03-07,ALEJANDRA,39211901
IA54,"POLIESTIRENO EXTRUIDO INSUFOAM 2.5""  D-32 DE .61 X 2.44 MTS. AMARILLA S/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,2.44,0.61,80.53,0,2010-03-10,2011-11-03,ALEJANDRA,39211101
PI10,"POLYFOAM LAMINATED  1/4""  DE 1.40 X 55 MTS.HD C-800  AZUL GM",POLYFOAM LAMINATED,PZ,RO,1,55,1.4,1949.64,0,2014-03-25,2019-04-02,MIREYAS,39211901
PR89,"POLYROLL 1/16"" DE 2 X 2.10 MTS. BLANCO C/A Y P/A  41 X 31 CM",POLYROLL,PZ,RO,1,2.1,2,536,0,2010-03-10,2010-06-17,CIDIREC04,39211901
IA38,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 1"" - DE 1.22 X 3.80 MTS. AMARILLA C/M 3.80 MTS.",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,3.8,1.22,250.79,0,2010-02-22,2010-06-17,CIDIREC04,39211101
PL137,"POLYLAM 3.5"" D-4.2"" 500"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM,PZ,PL,2,2.75,1.2,1340,0.05,2010-03-01,2010-11-03,RODO,39211901
IA41,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 1"" DE 1.22 X 4.95 MTS. AMARILLO C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,4.95,1.22,326.46,0,2010-03-02,2010-06-17,CIDIREC04,39211101
IA43,"INSUFOAM 4000, 1"" DE 1.22 X 5.65 MTS.  C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,5.65,1.22,372.4,0,2010-03-02,2019-02-19,MIREYAS,39211101
IA44,"INSUFOAM 4000 1"" DE 1.22 X 5.70 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,5.7,1.22,375.65,0,2010-03-02,2017-05-23,BELENL,39211101
IA45,"INSUFOAM 4000, 1"" DE 1.22 X 6.30 MTS C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,6.3,1.22,415.64,0,2010-03-02,2018-11-16,MIREYAS,39211101
PP19,"POLYPROFILE 3"" D DE 3"" X 1.30 MTS. NARANJA",POLYPROFILE,PZ,RO,1,1.3,3,17,0.1,2009-11-25,2010-06-16,CIDIREC04,NULL
IA46,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 1"" DE 1.22 X 6.85 MTS. AMARILLA C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,6.85,1.22,451.86,0,2010-03-02,2010-06-17,CIDIREC04,39211101
IA49,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 1"" DE 1.22 X 2.75 MTS. AMARILLA C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,2.75,1.22,181.61,0.24,2010-03-03,2010-06-17,CIDIREC04,39211101
IP38,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS D-32 1.5"" DE 1.22 X 2.75 MTS. BLANCA C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,2.75,1.22,201.6,0.24,2010-03-03,2010-06-17,CIDIREC04,39211101
IA52,"POLIESTIRENO EXTRUIDO INSUFOAM D-32 2"" DE 1.22 X 2.75 MTS. BLANCA C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,2.75,1.22,201.6,0.24,2010-03-03,2010-04-16,CIDIREC04,39211101
PM49,"POLYLAM MDL 1.5"" .250"" D-4.5 AZUL + D-2.2 1""+ D-4.5 .250"" ROJO DE 1.20 X 2.75",POLYLAM MDL,PZ,PL,2,0,0,424,0,2010-03-05,2010-09-14,ALEJANDRA,39211901
PY64,"POLYFOAM LINER D-7 .075"" DE 1.40 X 100 MTS. BLANCO C/A 36 MM",POLYFOAM LINER,PZ,RO,1,100,1.4,1975,0.2,2009-12-07,2009-12-07,ANA,NULL
PM13,"POLYLAM MDL 1/8"" + D-3.3 .500"" + D-4.5 .250 + 1/8"" LIG L/A 1""",POLYLAM MDL,PZ,PL,2,0,0,315,0,2009-10-09,2011-01-10,ALEJANDRA,39211901
OT28,INTERESES JUNIO 2017,OTROS,PZ,NULL,6,0,0,75329.61,0,2017-09-28,2017-09-28,MIREYAS,NULL
PM15,"POLYLAM MDL 1/4"" + .500"" D-3.3 + D-4.5 .250"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM MDL,PZ,PL,2,2.75,1.2,315,0,2009-10-12,2011-01-10,ALEJANDRA,39211901
IP132,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS 1"" DE 1.22 X 5.50 MTS. S/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,5.5,1.22,329.33,0,2013-04-24,2013-04-24,MIREYAS,39211101
PR184,"POLYROLL 1/4""  DE 1.22 X 69 MTS. BCO P/A 30CM",POLYROLL,PZ,RO,1,69,1.22,241.43,0,2013-03-07,2013-03-07,MIREYAS,39211901
PB19,"POLYBOARD 2"" D-2.2  DE 24"" X 108"" NATURAL DEVASTADO AMBAS CARAS",POLYBOARD,PZ,PL,2,2.75,0.61,247.95,0,2013-03-20,2013-03-21,MIREYAS,39211901
PL348,"POLYLAM 2"" D-1.5 .500"" DE 1.27 X 2.80 MTS. BCO",POLYLAM,PZ,PL,2,2.8,1.27,194.94,0,2013-04-24,2013-04-24,MIREYAS,39211901
IP134,POLIESTIRENO EXTRUIDO INSUFOAM PLUS 1 d  DE 1.22 X 5.65 MTS. S/M,POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,5.65,1.22,338.31,0,2013-04-24,2013-04-24,MIREYAS,39211101
PL350,"POLYLAM D-1.5 .500"", 2"" DE 1.27 X 2.560 MTS. NEGRO",POLYLAM,PZ,PL,2,2.56,1.27,205.66,0,2013-05-02,2013-05-02,MIREYAS,39211901
IK29,"POLIESTIRENO EXTRUIDO INSUFOAM 4000 2""   DE 1.22 X 2.44 MTS. NARANJA C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,IN,2,2.44,1.22,263.22,0,2013-09-02,2013-09-02,BELENL,39211101
PM108,"POLYLAM MDL 1.5"" D-4.5 .250"" AZUL + D-1.2 1"" + D-4.5 .250"" AMARILLO DE 1.20 X 2.750 MTS.",POLYLAM MDL,PZ,PL,2,2.75,1.2,550,0,2013-11-20,2013-11-20,BELENL,39211901
PH59,"POLYFOAM HOJA  D-1.2 .500"" DE 1.25 X 2.77 MTS.  BCA",POLYFOAM HOJA,PZ,PL,2,2.77,1.25,46.17,0,2013-12-06,2013-12-06,MIREYAS,39211901
PL360,"POLYLAM D-1.5 .500"" L/A 1.5"" DE 1.27 X 2.80 MTS. BCO",POLYLAM,PZ,PL,2,2.8,1.27,129.96,0,2013-12-19,2013-12-19,MIREYAS,39211901
PB22,"POLYBOARD 2"" D-1.7  DE 24"" X 108"" NATURAL",POLYBOARD,PZ,PL,2,108,24,193,0,2014-01-24,2014-01-24,MIREYAS,39211901
IK33,"POLIESTIRENO EXTRUIDO INSUFOAM 4000 1.5""  DE 1.22 X 2.44 MTS. C/M NARANJA",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,IN,2,2.44,1.22,214.43,0,2014-01-24,2014-01-24,MIREYAS,39211101
PL362,"POLYLAM 2"" D-1.2 1"" DE 1.27 X 2.95 MTS. BLANCO",POLYLAM,PZ,PL,2,2.95,1.27,290,0,2014-02-04,2014-02-04,MIREYAS,39211901
PL363,"POLYLAM 2"" D-1.7, 1"" DE 1.27 X  2.80 MTS. AZUL CLARO",POLYLAM,PZ,PL,2,2.8,1.27,263.69,0,2014-03-11,2014-03-11,MIREYAS,39211901
OT24,CUARTO PAGO A CUENTA DE SUMINISTRO DE INSUFOAM,OTROS,PZ,NULL,5,0,0,785505.71,0,2017-02-24,2017-02-24,MIREYAS,39211101
PM28,"POLYLAM MDL 1.625"" D-1.7 1""+.500"" BLANCO + D-6 .125"" NEGRO DE 1.27 X 2.80 MTS.",POLYLAM MDL,PZ,PL,2,2.8,1.27,368,0,2009-11-13,2011-02-25,ALEJANDRA,39211901
PM37,"POLYLAM MDL  .750"" D-1.7"" LAM/A 1.750 + D-8 .125 LAM/A 1.875"" DE 1.27 X 2.80 MTS.",POLYLAM MDL,PZ,PL,2,2.8,1.27,410,0,2010-02-10,2010-06-17,CIDIREC04,39211901
CP12,"CRYSTALPACK 1/2"" DE 1.22 X 61.5 MTS. C/A 24"" P/A12""",CRYSTALPACK,PZ,CP,3,61.5,1.22,340,0,2010-02-26,2011-03-07,ALEJANDRA,39211901
CP14,"CRYSTALPACK   1/2"" DE 1.22 X 61.5 MTS. C/A 25 CM Y P/A 30 CM",CRYSTALPACK,PZ,CP,3,61.5,1.22,226,0,2010-03-10,2010-06-17,CIDIREC04,39211901
PL146,"POLYLAM 1"" D-1.2 1"" DE 1.27 X 2.80 MTS. NEGRO",POLYLAM,PZ,PL,2,2.8,1.27,91,0,2010-03-31,2011-02-23,ALEJANDRA,39211901
PB10,"POLYBOARD D-2.2 2"" DE 24"" X 108""  ANTIESTATICO",POLYBOARD,PZ,PL,2,108,24,308,0,2010-04-15,2011-05-09,ALEJANDRA,39211901
PM33,"POLYLAM MDL D-2.2 1"" + D-6 .125"" AZUL  DE 1.27 X 2.80 MTS.",POLYLAM MDL,PZ,PL,2,2.8,1.27,580,0,2009-12-17,2009-12-17,ANA,39211901
PM35,"POLYLAM MDL .750"" D-3.3 .500"" + D-2.5 .250"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM MDL,PZ,PL,2,2.75,1.2,200,0.1,2010-01-05,2010-06-17,CIDIREC04,39211901
PR67,"POLYROLL 1/32"" DE 2 X 315 MTS. BLANCO P/A 30.5""",POLYROLL,PZ,RO,1,315,2,560,0.1,2009-11-30,2010-09-02,SONIA,39211901
PR69,"POLYROLL 1/32"" DE 2 X 315 MTS. P/A 14- 1/2""",POLYROLL,PZ,RO,1,315,2,600,0.1,2009-11-30,2010-06-17,CIDIREC04,39211901
PY62,"POLYFOAM LINER D-11.5 .060"" DE 1.22 X 100 MTS. BLANCO C/A 81 MM",POLYFOAM LINER,PZ,RO,1,100,1.22,1879,0.14,2009-11-30,2009-11-30,ANA,NULL
PR71,"POLYROLL 1/8"" DE 2 X 105 MTS. BLANCO C/A 61 CM",POLYROLL,PZ,RO,1,105,2,483,0.14,2009-12-01,2010-06-17,CIDIREC04,39211901
PY33,"POLYFOAM LINER D-11.5 .060"" DE 1.22 X 100 MTS. C/EN BOB. DE 74 MM.",POLYFOAM LINER,PZ,RO,1,100,1.22,1879,0.2,2009-10-12,2011-03-31,ALEJANDRA,NULL
PR59,"POLYROLL 1/4"" DE 2.00 X 55 MTS. GRIS C/A 15 CM C/PRECORTE DE 1/2""",POLYROLL,PZ,RO,1,55,2,1022,0,NULL,2017-01-20,BELENL,39211901
PL123,"POLYLAM 2"" D-2.2 1"" DE 1.27 X 2.85 MTS. BLANCO",POLYLAM,PZ,PL,2,2.85,1.27,299,0,2009-12-11,2011-02-23,ALEJANDRA,39211901
CP8,"CRYSTALPACK 3/16"" DE 1.22 X 123 MTS. BLANCO P/A 12""",CRYSTALPACK,PZ,CP,3,123,1.22,313,0,2009-12-08,2010-06-16,CIDIREC04,39211901
PL124,"POLYLAM 2"" D-4.2 .500"" DE 1.20 X 2.11 MTS.    BLANCO",POLYLAM,PZ,PL,2,2.11,1.2,428,0.2,2009-12-15,2010-06-17,CIDIREC04,39211901
IK3,"POLIESTIRENO EXTRUIDO INSUFOAM  1"" D-40  DE 1.22 X 2.15 MTS. AMARILLO S/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,IN,2,2.15,1.22,141.61,0,2009-11-19,2010-04-16,CIDIREC04,39211101
IK5,"POLIESTIRENO EXTRUIDO INSUFOAM D-40 1"" DE 1.22 X 3.05 MTS. AMARILLO S/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,IN,2,3.05,1.22,201.07,0,2009-11-19,2010-04-16,CIDIREC04,39211101
